Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Optimal_Index ,Optimal_Failure,Optimal_Affected_Component_Uid,Optimal_Affected_Component,Optimal_Utility_Drop,Optimal_Rule,Optimal_Utility_Increase,CycleID,CycleSize
14,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,19.1,90,14,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
15,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,19.1,90,15,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
16,CF2,_SFGvl-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,19.1,90,16,CF2,_SFGvl-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
17,CF2,_SFFh5OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7110901,19.1,90,17,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
18,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,138.9749756,19.1,90,18,CF2,_SFHV8ecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
19,CF1,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,19.1,90,19,CF1,_SFCdmOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
20,CF1,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,19.1,90,20,CF1,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
21,CF1,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,19.1,90,21,CF1,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
22,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,19.1,90,22,CF1,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
23,CF1,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,19.1,90,23,CF1,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
24,CF1,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,19.1,90,24,CF1,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
25,CF1,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,19.1,90,25,CF1,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
26,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,19.1,90,26,CF1,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
27,CF1,_SFGvW-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,19.1,90,27,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
28,CF1,_SFCdmOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,28,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
29,CF1,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,29,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
30,CF1,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,30,CF1,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
31,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,31,CF1,_SFGH8ucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
32,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,32,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
33,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,33,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
34,CF1,_SFGv--cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,19.1,90,34,CF1,_SFGvW-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
35,CF1,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,19.1,90,35,CF1,_SFGv--cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
36,CF1,_SFGH8ucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,19.1,90,36,CF1,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,19.1,90
37,CF1,_SFCeWucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,19.1,90,37,CF1,_SFCduucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
38,CF1,_SFDE2ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,19.1,90,38,CF1,_SFCeWucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
39,CF1,_SFE58ucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,19.1,90,39,CF1,_SFDE2ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
40,CF1,_SFGIFOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,19.1,90,40,CF1,_SFDFeecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
41,CF1,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,19.1,90,41,CF1,_SFDr4ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
42,CF1,_SFDr4ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,42,CF1,_SFDsgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
43,CF1,_SFDsgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,43,CF1,_SFESgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
44,CF1,_SFETIecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,44,CF1,_SFETIecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
45,CF1,_SFE6kucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,45,CF1,_SFE58ucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
46,CF1,_SFFhKucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,46,CF1,_SFE6kucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
47,CF1,_SFFhyucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,47,CF1,_SFFhKucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
48,CF1,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,48,CF1,_SFFhyucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
49,CF1,_SFGwHecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,19.1,90,49,CF1,_SFGIFOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
50,CF1,_SFCduucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,92.87748718,19.1,90,50,CF1,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
51,CF1,_SFESgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,92.87748718,19.1,90,51,CF1,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
52,CF1,_SFHV1-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,92.35984802,19.1,90,52,CF1,_SFGvfecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
53,CF1,_SFDFeecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,91.8996048,19.1,90,53,CF1,_SFGwHecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
54,CF1,_SFGvfecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,91.62374115,19.1,90,54,CF1,_SFHV1-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,19.1,90
55,CF2,_SFDsrecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,89.58824158,19.1,90,55,CF2,_SFCd5ucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
56,CF2,_SFFgtucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,89.21559143,19.1,90,56,CF2,_SFDEZecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
57,CF2,_SFGIQOcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,89.21559143,19.1,90,57,CF2,_SFDFBecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
58,CF2,_SFDrbecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.82901001,19.1,90,58,CF2,_SFDrbecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
59,CF2,_SFCd5ucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,59,CF2,_SFDsDecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
60,CF2,_SFDEZecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,60,CF2,_SFDsrecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
61,CF2,_SFDFBecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,61,CF2,_SFESrecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
62,CF2,_SFDsDecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,62,CF2,_SFETTecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
63,CF2,_SFESrecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,63,CF2,_SFE6HucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
64,CF2,_SFETTecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,64,CF2,_SFFgtucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
65,CF2,_SFE6HucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,65,CF2,_SFFhVucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
66,CF2,_SFFhVucdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,66,CF2,_SFGHoOcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
67,CF2,_SFGHoOcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,67,CF2,_SFGIQOcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
68,CF2,_SFGI4OcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,68,CF2,_SFGI4OcdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
69,CF2,_SFGvCecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,69,CF2,_SFGvCecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
70,CF2,_SFGvqecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,70,CF2,_SFGvqecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
71,CF2,_SFGwSecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,71,CF2,_SFGwSecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
72,CF2,_SFHWA-cdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,19.1,90,72,CF2,_SFHWA-cdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,19.1,90
73,CF3,_SFCdrucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,73,CF3,_SFCdrucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
74,CF3,_SFCeTucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,74,CF3,_SFCeTucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
75,CF3,_SFDEzecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,75,CF3,_SFDEzecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
76,CF3,_SFDr1ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,76,CF3,_SFDFbecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
77,CF3,_SFDsdecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,77,CF3,_SFDr1ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
78,CF3,_SFESdecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,78,CF3,_SFDsdecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
79,CF3,_SFETFecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,79,CF3,_SFESdecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
80,CF3,_SFE55ucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,80,CF3,_SFETFecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
81,CF3,_SFE6hucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,81,CF3,_SFE55ucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
82,CF3,_SFFhHucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,82,CF3,_SFE6hucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
83,CF3,_SFFhvucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,83,CF3,_SFFhHucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
84,CF3,_SFGICOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,84,CF3,_SFFhvucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
85,CF3,_SFGIqOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,85,CF3,_SFGICOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
86,CF3,_SFGu0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,86,CF3,_SFGIqOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
87,CF3,_SFGvcecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,87,CF3,_SFGu0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
88,CF3,_SFGwEecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,88,CF3,_SFGvcecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
89,CF3,_SFHVy-cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,19.1,90,89,CF3,_SFGwEecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
90,CF3,_SFDFbecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.024826,19.1,90,90,CF3,_SFHVy-cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,19.1,90
1,CF5,_SE-zOOcdEeet0YmmfbMwkw,Query Service,43.02111019,AddReplica,630.6166992,20.1,2,1,CF5,_SE-zOOcdEeet0YmmfbMwkw,Query Service,43.02111019,AddReplica,588.8567923,20.1,2
2,CF3,_SE-zxOcdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,20.1,2,2,CF3,_SE-zxOcdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,20.1,2
1,CF5,_SFGwKOcdEeet0YmmfbMwkw,Buy Now Item Filter,12.13429651,AddReplica,107.7168655,21.1,9,1,CF5,_SFGwKOcdEeet0YmmfbMwkw,Buy Now Item Filter,12.13429651,AddReplica,111.1947309,21.1,9
2,CF5,_SFESjOcdEeet0YmmfbMwkw,Buy Now Item Filter,53.42382502,AddReplica,107.7168655,21.1,9,2,CF5,_SFESjOcdEeet0YmmfbMwkw,Buy Now Item Filter,53.42382502,AddReplica,111.1947309,21.1,9
3,CF5,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,8.038405279,AddReplica,95.69760895,21.1,9,3,CF5,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,8.038405279,AddReplica,96.46300559,21.1,9
4,CF5,_SFApM-cdEeet0YmmfbMwkw,Past Sales Item Filter,37.80957497,AddReplica,83.52619171,21.1,9,4,CF5,_SFApM-cdEeet0YmmfbMwkw,Past Sales Item Filter,37.80957497,AddReplica,86.67432589,21.1,9
5,CF3,_SFGwBecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,21.1,9,5,CF3,_SFGwBecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,21.1,9
6,CF1,_SFApEucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,159.8128204,21.1,9,6,CF1,_SFApEucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,21.1,9
7,CF3,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,HwRedeployComponent,140.1202698,21.1,9,7,CF3,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,HwRedeployComponent,142.3709478,21.1,9
8,CF3,_SFESoecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,92.94788361,21.1,9,8,CF3,_SFGwPecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,94.41692189,21.1,9
9,CF3,_SFGwPecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,92.80956268,21.1,9,9,CF3,_SFESoecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,94.41692189,21.1,9
1,CF1,_SFAomOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,22.1,3,1,CF1,_SFAomOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,22.1,3
2,CF1,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,73.6380925,RestartComponent,81.85642242,22.1,3,2,CF1,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,73.6380925,RestartComponent,73.6380925,22.1,3
3,CF5,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,76.78198504,AddReplica,95.69760895,22.1,3,3,CF5,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,76.78198504,AddReplica,96.46300559,22.1,3
1,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,23.1,5,1,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,23.1,5
2,CF2,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,23.1,5,2,CF2,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,23.1,5
3,CF5,_SFCdn-cdEeet0YmmfbMwkw,Authentication Service,42.76926074,AddReplica,158.453537,23.1,5,3,CF5,_SFCdn-cdEeet0YmmfbMwkw,Authentication Service,42.76926074,AddReplica,158.5657034,23.1,5
4,CF5,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,95.69760895,23.1,5,4,CF5,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,96.46300559,23.1,5
5,CF3,_SFCdQOcdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.84074783,23.1,5,5,CF3,_SFCdQOcdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.33906335,23.1,5
1,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,24.1,21,1,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
2,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,24.1,21,2,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
3,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.5119324,24.1,21,3,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
4,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,24.1,21,4,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
5,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,24.1,21,5,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
6,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,24.1,21,6,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
7,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.0516968,24.1,21,7,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,24.1,21
8,CF5,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,71.86951889,AddReplica,95.69760895,24.1,21,8,CF5,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,71.86951889,AddReplica,96.46300559,24.1,21
9,CF5,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,58.785783,AddReplica,95.69760895,24.1,21,9,CF5,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,58.785783,AddReplica,96.46300559,24.1,21
10,CF5,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,26.39054038,AddReplica,95.69760895,24.1,21,10,CF5,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,26.39054038,AddReplica,96.46300559,24.1,21
11,CF5,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,54.63628139,AddReplica,95.69760895,24.1,21,11,CF5,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,54.63628139,AddReplica,96.46300559,24.1,21
12,CF5,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,95.69760895,24.1,21,12,CF5,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,96.46300559,24.1,21
