Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Preditcted_Index2,Preditcted_Failure3,Preditcted_Affected_Component_Uid4,"	Preditcted_Affected_Component5","	Preditcted_Utility_Drop6","	Preditcted_Rule7",Preditcted_Utility_Increase8,CycleID9,CycleSize10
13,CF1,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,225.1712058,RestartComponent,225.1712058,19.2,90,13,CF3,_SFDr1ecdEeet0YmmfbMwkw,Reputation Service,229.4713342,HwRedeployComponent,229.4713342,19.2,90
14,CF2,_SFGvl-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,229.8181447,RestartComponent,229.8181447,19.2,90,14,CF1,_SFDr4ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,228.054087,RestartComponent,228.054087,19.2,90
15,CF2,_SFE6HucdEeet0YmmfbMwkw,Recommendation Item Filter,219.8257904,RestartComponent,219.8257904,19.2,90,15,CF1,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,225.1712058,RestartComponent,225.1712058,19.2,90
16,CF1,_SFDr4ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,228.054087,RestartComponent,228.054087,19.2,90,16,CF2,_SFE6HucdEeet0YmmfbMwkw,Recommendation Item Filter,219.8257904,RestartComponent,219.8257904,19.2,90
17,CF1,_SFDFeecdEeet0YmmfbMwkw,Last Second Sales Item Filter,209.7841968,RestartComponent,209.7841968,19.2,90,17,CF1,_SFDFeecdEeet0YmmfbMwkw,Last Second Sales Item Filter,209.7841968,RestartComponent,209.7841968,19.2,90
18,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,209.0004486,RestartComponent,209.0004486,19.2,90,18,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,209.0004486,RestartComponent,209.0004486,19.2,90
19,CF1,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,207.7891255,RestartComponent,207.7891255,19.2,90,19,CF1,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,207.7891255,RestartComponent,207.7891255,19.2,90
20,CF3,_SFDFbecdEeet0YmmfbMwkw,Reputation Service,205.1855069,HwRedeployComponent,205.1855069,19.2,90,20,CF3,_SFDFbecdEeet0YmmfbMwkw,Reputation Service,205.1855069,HwRedeployComponent,205.1855069,19.2,90
21,CF2,_SFDsDecdEeet0YmmfbMwkw,Recommendation Item Filter,201.1179015,RestartComponent,201.1179015,19.2,90,21,CF2,_SFDsDecdEeet0YmmfbMwkw,Recommendation Item Filter,201.1179015,RestartComponent,201.1179015,19.2,90
22,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,195.9142408,RestartComponent,195.9142408,19.2,90,22,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,195.9142408,RestartComponent,195.9142408,19.2,90
23,CF2,_SFDrbecdEeet0YmmfbMwkw,Recommendation Item Filter,186.0561934,RestartComponent,186.0561934,19.2,90,23,CF3,_SFFhvucdEeet0YmmfbMwkw,Reputation Service,188.770872,HwRedeployComponent,188.770872,19.2,90
24,CF3,_SFFhvucdEeet0YmmfbMwkw,Reputation Service,188.770872,HwRedeployComponent,188.770872,19.2,90,24,CF1,_SFFhyucdEeet0YmmfbMwkw,Last Second Sales Item Filter,188.3599657,RestartComponent,188.3599657,19.2,90
25,CF1,_SFFhyucdEeet0YmmfbMwkw,Last Second Sales Item Filter,188.3599657,RestartComponent,188.3599657,19.2,90,25,CF1,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,186.9890901,RestartComponent,186.9890901,19.2,90
26,CF1,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,186.9890901,RestartComponent,186.9890901,19.2,90,26,CF2,_SFDrbecdEeet0YmmfbMwkw,Recommendation Item Filter,186.0561934,RestartComponent,186.0561934,19.2,90
27,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,180.0558396,RestartComponent,180.0558396,19.2,90,27,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,180.0558396,RestartComponent,180.0558396,19.2,90
28,CF1,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,166.5569678,RestartComponent,166.5569678,19.2,90,28,CF2,_SFGHoOcdEeet0YmmfbMwkw,Recommendation Item Filter,166.8389927,RestartComponent,166.8389927,19.2,90
29,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,163.8585367,RestartComponent,163.8585367,19.2,90,29,CF1,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,166.5569678,RestartComponent,166.5569678,19.2,90
30,CF2,_SFGHoOcdEeet0YmmfbMwkw,Recommendation Item Filter,166.8389927,RestartComponent,166.8389927,19.2,90,30,CF3,_SFGu0ecdEeet0YmmfbMwkw,Reputation Service,165.9984097,HwRedeployComponent,165.9984097,19.2,90
31,CF3,_SFGu0ecdEeet0YmmfbMwkw,Reputation Service,165.9984097,HwRedeployComponent,165.9984097,19.2,90,31,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,165.4735118,RestartComponent,165.4735118,19.2,90
32,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,165.4735118,RestartComponent,165.4735118,19.2,90,32,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,163.8585367,RestartComponent,163.8585367,19.2,90
33,CF2,_SFGvCecdEeet0YmmfbMwkw,Recommendation Item Filter,150.5114206,RestartComponent,150.5114206,19.2,90,33,CF2,_SFGvCecdEeet0YmmfbMwkw,Recommendation Item Filter,150.5114206,RestartComponent,150.5114206,19.2,90
34,CF3,_SFE6hucdEeet0YmmfbMwkw,Reputation Service,148.9090327,HwRedeployComponent,148.9090327,19.2,90,34,CF2,_SFFh5OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,149.6830685,RestartComponent,149.6830685,19.2,90
35,CF2,_SFFh5OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,149.6830685,RestartComponent,149.6830685,19.2,90,35,CF1,_SFFhKucdEeet0YmmfbMwkw,Last Second Sales Item Filter,149.5648534,RestartComponent,149.5648534,19.2,90
36,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,RestartComponent,148.5178816,19.2,90,36,CF3,_SFE6hucdEeet0YmmfbMwkw,Reputation Service,148.9090327,HwRedeployComponent,148.9090327,19.2,90
37,CF3,_SFFhHucdEeet0YmmfbMwkw,Reputation Service,145.1685364,HwRedeployComponent,145.1685364,19.2,90,37,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,RestartComponent,148.5178816,19.2,90
38,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,146.4490209,RestartComponent,146.4490209,19.2,90,38,CF1,_SFE6kucdEeet0YmmfbMwkw,Last Second Sales Item Filter,147.9492437,RestartComponent,147.9492437,19.2,90
39,CF1,_SFFhKucdEeet0YmmfbMwkw,Last Second Sales Item Filter,149.5648534,RestartComponent,149.5648534,19.2,90,39,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,146.4490209,RestartComponent,146.4490209,19.2,90
40,CF1,_SFE6kucdEeet0YmmfbMwkw,Last Second Sales Item Filter,147.9492437,RestartComponent,147.9492437,19.2,90,40,CF3,_SFFhHucdEeet0YmmfbMwkw,Reputation Service,145.1685364,HwRedeployComponent,145.1685364,19.2,90
41,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,131.6749417,RestartComponent,131.6749417,19.2,90,41,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,131.6749417,RestartComponent,131.6749417,19.2,90
42,CF2,_SFFgtucdEeet0YmmfbMwkw,Recommendation Item Filter,129.8782964,RestartComponent,129.8782964,19.2,90,42,CF2,_SFFgtucdEeet0YmmfbMwkw,Recommendation Item Filter,129.8782964,RestartComponent,129.8782964,19.2,90
43,CF2,_SFFhVucdEeet0YmmfbMwkw,Recommendation Item Filter,129.1262122,RestartComponent,129.1262122,19.2,90,43,CF2,_SFFhVucdEeet0YmmfbMwkw,Recommendation Item Filter,129.1262122,RestartComponent,129.1262122,19.2,90
44,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,116.5135754,RestartComponent,116.5135754,19.2,90,44,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,116.5135754,RestartComponent,116.5135754,19.2,90
45,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,114.2866129,RestartComponent,114.2866129,19.2,90,45,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,114.2866129,RestartComponent,114.2866129,19.2,90
46,CF1,_SFGH8ucdEeet0YmmfbMwkw,Item Management Service,109.2587425,RestartComponent,109.2587425,19.2,90,46,CF1,_SFGH8ucdEeet0YmmfbMwkw,Item Management Service,109.2587425,RestartComponent,109.2587425,19.2,90
47,CF1,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,106.218577,RestartComponent,106.218577,19.2,90,47,CF3,_SFGICOcdEeet0YmmfbMwkw,Reputation Service,108.6830709,HwRedeployComponent,108.6830709,19.2,90
48,CF3,_SFGICOcdEeet0YmmfbMwkw,Reputation Service,108.6830709,HwRedeployComponent,108.6830709,19.2,90,48,CF1,_SFGIFOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,108.6449798,RestartComponent,108.6449798,19.2,90
49,CF1,_SFGIFOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,108.6449798,RestartComponent,108.6449798,19.2,90,49,CF3,_SFDsdecdEeet0YmmfbMwkw,Reputation Service,107.8331779,HwRedeployComponent,107.8331779,19.2,90
50,CF1,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,105.7766537,RestartComponent,105.7766537,19.2,90,50,CF1,_SFETIecdEeet0YmmfbMwkw,Last Second Sales Item Filter,107.4698031,RestartComponent,107.4698031,19.2,90
51,CF1,_SFETIecdEeet0YmmfbMwkw,Last Second Sales Item Filter,107.4698031,RestartComponent,107.4698031,19.2,90,51,CF1,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,106.218577,RestartComponent,106.218577,19.2,90
52,CF1,_SFDsgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,105.8027273,RestartComponent,105.8027273,19.2,90,52,CF1,_SFDsgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,105.8027273,RestartComponent,105.8027273,19.2,90
53,CF3,_SFDsdecdEeet0YmmfbMwkw,Reputation Service,107.8331779,HwRedeployComponent,107.8331779,19.2,90,53,CF1,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,105.7766537,RestartComponent,105.7766537,19.2,90
54,CF3,_SFETFecdEeet0YmmfbMwkw,Reputation Service,105.579862,HwRedeployComponent,105.579862,19.2,90,54,CF3,_SFETFecdEeet0YmmfbMwkw,Reputation Service,105.579862,HwRedeployComponent,105.579862,19.2,90
55,CF2,_SFETTecdEeet0YmmfbMwkw,Recommendation Item Filter,96.1516172,RestartComponent,96.1516172,19.2,90,55,CF2,_SFETTecdEeet0YmmfbMwkw,Recommendation Item Filter,96.1516172,RestartComponent,96.1516172,19.2,90
56,CF2,_SFGIQOcdEeet0YmmfbMwkw,Recommendation Item Filter,93.65943793,RestartComponent,93.65943793,19.2,90,56,CF2,_SFGIQOcdEeet0YmmfbMwkw,Recommendation Item Filter,93.65943793,RestartComponent,93.65943793,19.2,90
57,CF2,_SFDsrecdEeet0YmmfbMwkw,Recommendation Item Filter,93.62779287,RestartComponent,93.62779287,19.2,90,57,CF2,_SFDsrecdEeet0YmmfbMwkw,Recommendation Item Filter,93.62779287,RestartComponent,93.62779287,19.2,90
58,CF1,_SFDE2ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.6932997,RestartComponent,89.6932997,19.2,90,58,CF1,_SFDE2ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.6932997,RestartComponent,89.6932997,19.2,90
59,CF1,_SFCeWucdEeet0YmmfbMwkw,Last Second Sales Item Filter,88.91516269,RestartComponent,88.91516269,19.2,90,59,CF1,_SFCeWucdEeet0YmmfbMwkw,Last Second Sales Item Filter,88.91516269,RestartComponent,88.91516269,19.2,90
60,CF3,_SFCeTucdEeet0YmmfbMwkw,Reputation Service,86.54117695,HwRedeployComponent,86.54117695,19.2,90,60,CF3,_SFDEzecdEeet0YmmfbMwkw,Reputation Service,87.52330209,HwRedeployComponent,87.52330209,19.2,90
61,CF3,_SFDEzecdEeet0YmmfbMwkw,Reputation Service,87.52330209,HwRedeployComponent,87.52330209,19.2,90,61,CF1,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,86.64550877,RestartComponent,86.64550877,19.2,90
62,CF1,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,86.64550877,RestartComponent,86.64550877,19.2,90,62,CF3,_SFCeTucdEeet0YmmfbMwkw,Reputation Service,86.54117695,HwRedeployComponent,86.54117695,19.2,90
63,CF1,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,86.15815401,RestartComponent,86.15815401,19.2,90,63,CF1,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,86.15815401,RestartComponent,86.15815401,19.2,90
64,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,83.24929696,RestartComponent,83.24929696,19.2,90,64,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,83.24929696,RestartComponent,83.24929696,19.2,90
65,CF2,_SFGILucdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.95516312,RestartComponent,82.95516312,19.2,90,65,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.96230256,RestartComponent,82.96230256,19.2,90
66,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.96230256,RestartComponent,82.96230256,19.2,90,66,CF2,_SFGILucdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.95516312,RestartComponent,82.95516312,19.2,90
67,CF2,_SFDEZecdEeet0YmmfbMwkw,Recommendation Item Filter,77.56654497,RestartComponent,77.56654497,19.2,90,67,CF2,_SFDEZecdEeet0YmmfbMwkw,Recommendation Item Filter,77.56654497,RestartComponent,77.56654497,19.2,90
68,CF2,_SFDFBecdEeet0YmmfbMwkw,Recommendation Item Filter,76.51464468,RestartComponent,76.51464468,19.2,90,68,CF2,_SFDFBecdEeet0YmmfbMwkw,Recommendation Item Filter,76.51464468,RestartComponent,76.51464468,19.2,90
69,CF1,_SFESgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,65.12381472,RestartComponent,65.12381472,19.2,90,69,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.25429712,RestartComponent,69.25429712,19.2,90
70,CF1,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,69.15047591,RestartComponent,69.15047591,19.2,90,70,CF1,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,69.15047591,RestartComponent,69.15047591,19.2,90
71,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.25429712,RestartComponent,69.25429712,19.2,90,71,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,67.54291886,RestartComponent,67.54291886,19.2,90
72,CF3,_SFESdecdEeet0YmmfbMwkw,Reputation Service,66.24827054,HwRedeployComponent,66.24827054,19.2,90,72,CF3,_SFESdecdEeet0YmmfbMwkw,Reputation Service,66.24827054,HwRedeployComponent,66.24827054,19.2,90
73,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,67.54291886,RestartComponent,67.54291886,19.2,90,73,CF1,_SFESgecdEeet0YmmfbMwkw,Last Second Sales Item Filter,65.12381472,RestartComponent,65.12381472,19.2,90
74,CF2,_SFESrecdEeet0YmmfbMwkw,Recommendation Item Filter,59.17988287,RestartComponent,59.17988287,19.2,90,74,CF2,_SFESrecdEeet0YmmfbMwkw,Recommendation Item Filter,59.17988287,RestartComponent,59.17988287,19.2,90
75,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,51.82751265,RestartComponent,51.82751265,19.2,90,75,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,51.82751265,RestartComponent,51.82751265,19.2,90
76,CF3,_SFCdrucdEeet0YmmfbMwkw,Reputation Service,48.59070971,HwRedeployComponent,48.59070971,19.2,90,76,CF1,_SFCduucdEeet0YmmfbMwkw,Last Second Sales Item Filter,48.62148558,RestartComponent,48.62148558,19.2,90
77,CF2,_SFCd5ucdEeet0YmmfbMwkw,Recommendation Item Filter,43.77616526,RestartComponent,43.77616526,19.2,90,77,CF3,_SFCdrucdEeet0YmmfbMwkw,Reputation Service,48.59070971,HwRedeployComponent,48.59070971,19.2,90
78,CF1,_SFCdmOcdEeet0YmmfbMwkw,Item Management Service,45.93051566,RestartComponent,45.93051566,19.2,90,78,CF1,_SFCdmOcdEeet0YmmfbMwkw,Item Management Service,45.93051566,RestartComponent,45.93051566,19.2,90
79,CF1,_SFCduucdEeet0YmmfbMwkw,Last Second Sales Item Filter,48.62148558,RestartComponent,48.62148558,19.2,90,79,CF2,_SFCd5ucdEeet0YmmfbMwkw,Recommendation Item Filter,43.77616526,RestartComponent,43.77616526,19.2,90
80,CF2,_SFCd1OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,33.58676403,RestartComponent,33.58676403,19.2,90,80,CF2,_SFCd1OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,33.58676403,RestartComponent,33.58676403,19.2,90
81,CF1,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,25.4942516,RestartComponent,25.4942516,19.2,90,81,CF1,_SFHV1-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,29.87330853,RestartComponent,29.87330853,19.2,90
82,CF3,_SFHVy-cdEeet0YmmfbMwkw,Reputation Service,27.75233447,HwRedeployComponent,27.75233447,19.2,90,82,CF3,_SFHVy-cdEeet0YmmfbMwkw,Reputation Service,27.75233447,HwRedeployComponent,27.75233447,19.2,90
83,CF2,_SFHWA-cdEeet0YmmfbMwkw,Recommendation Item Filter,24.4399749,RestartComponent,24.4399749,19.2,90,83,CF1,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,25.4942516,RestartComponent,25.4942516,19.2,90
84,CF1,_SFHV1-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,29.87330853,RestartComponent,29.87330853,19.2,90,84,CF2,_SFHWA-cdEeet0YmmfbMwkw,Recommendation Item Filter,24.4399749,RestartComponent,24.4399749,19.2,90
85,CF2,_SFHV8ecdEeet0YmmfbMwkw,Seller Reputation Item Filter,17.76224435,RestartComponent,17.76224435,19.2,90,85,CF2,_SFHV8ecdEeet0YmmfbMwkw,Seller Reputation Item Filter,17.76224435,RestartComponent,17.76224435,19.2,90
86,CF1,_SFGv--cdEeet0YmmfbMwkw,Item Management Service,8.982182556,RestartComponent,8.982182556,19.2,90,86,CF1,_SFGv--cdEeet0YmmfbMwkw,Item Management Service,8.982182556,RestartComponent,8.982182556,19.2,90
87,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,4.591479584,RestartComponent,4.591479584,19.2,90,87,CF3,_SFGwEecdEeet0YmmfbMwkw,Reputation Service,6.392938976,HwRedeployComponent,6.392938976,19.2,90
88,CF2,_SFGwSecdEeet0YmmfbMwkw,Recommendation Item Filter,4.615962963,RestartComponent,4.615962963,19.2,90,88,CF1,_SFGwHecdEeet0YmmfbMwkw,Last Second Sales Item Filter,6.254571422,RestartComponent,6.254571422,19.2,90
89,CF1,_SFGwHecdEeet0YmmfbMwkw,Last Second Sales Item Filter,6.254571422,RestartComponent,6.254571422,19.2,90,89,CF2,_SFGwSecdEeet0YmmfbMwkw,Recommendation Item Filter,4.615962963,RestartComponent,4.615962963,19.2,90
90,CF3,_SFGwEecdEeet0YmmfbMwkw,Reputation Service,6.392938976,HwRedeployComponent,6.392938976,19.2,90,90,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,4.591479584,RestartComponent,4.591479584,19.2,90
1,CF1,_SE-zOOcdEeet0YmmfbMwkw,Query Service,852.20253,RestartComponent,852.20253,20.2,2,1,CF1,_SE-zOOcdEeet0YmmfbMwkw,Query Service,852.20253,RestartComponent,852.20253,20.2,2
2,CF3,_SE-zxOcdEeet0YmmfbMwkw,Bid and Buy Service,169.9490381,HwRedeployComponent,169.9490381,20.2,2,2,CF3,_SE-zxOcdEeet0YmmfbMwkw,Bid and Buy Service,169.9490381,HwRedeployComponent,169.9490381,20.2,2
1,CF1,_SFApEucdEeet0YmmfbMwkw,Authentication Service,461.5365521,RestartComponent,461.5365521,21.2,9,1,CF1,_SFApEucdEeet0YmmfbMwkw,Authentication Service,461.5365521,ReplaceComponent,489.5365521,21.2,9
2,CF1,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,189.6034362,RestartComponent,189.6034362,21.2,9,2,CF1,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,189.6034362,RestartComponent,189.6034362,21.2,9
3,CF3,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,146.4727881,HwRedeployComponent,146.4727881,21.2,9,3,CF3,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,146.4727881,HwRedeployComponent,146.4727881,21.2,9
4,CF1,_SFApM-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.042263,RestartComponent,87.042263,21.2,9,4,CF1,_SFApM-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.042263,RestartComponent,87.042263,21.2,9
5,CF1,_SFESjOcdEeet0YmmfbMwkw,Buy Now Item Filter,51.57540716,RestartComponent,51.57540716,21.2,9,5,CF1,_SFESjOcdEeet0YmmfbMwkw,Buy Now Item Filter,51.57540716,RestartComponent,51.57540716,21.2,9
6,CF3,_SFESoecdEeet0YmmfbMwkw,Comment Item Filter,44.72332864,HwRedeployComponent,44.72332864,21.2,9,6,CF3,_SFESoecdEeet0YmmfbMwkw,Comment Item Filter,44.72332864,HwRedeployComponent,44.72332864,21.2,9
7,CF3,_SFGwBecdEeet0YmmfbMwkw,Bid and Buy Service,17.99329386,HwRedeployComponent,17.99329386,21.2,9,7,CF3,_SFGwBecdEeet0YmmfbMwkw,Bid and Buy Service,17.99329386,HwRedeployComponent,17.99329386,21.2,9
8,CF1,_SFGwKOcdEeet0YmmfbMwkw,Buy Now Item Filter,2.991822973,RestartComponent,2.991822973,21.2,9,8,CF3,_SFGwPecdEeet0YmmfbMwkw,Comment Item Filter,3.15388917,HwRedeployComponent,3.15388917,21.2,9
9,CF3,_SFGwPecdEeet0YmmfbMwkw,Comment Item Filter,3.15388917,HwRedeployComponent,3.15388917,21.2,9,9,CF1,_SFGwKOcdEeet0YmmfbMwkw,Buy Now Item Filter,2.991822973,RestartComponent,2.991822973,21.2,9
1,CF1,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.4983843,RestartComponent,89.4983843,22.2,3,1,CF1,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.4983843,RestartComponent,89.4983843,22.2,3
2,CF1,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,85.11647313,RestartComponent,85.11647313,22.2,3,2,CF1,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,85.11647313,RestartComponent,85.11647313,22.2,3
3,CF1,_SFAomOcdEeet0YmmfbMwkw,Buy Now Item Filter,69.84844354,RestartComponent,69.84844354,22.2,3,3,CF1,_SFAomOcdEeet0YmmfbMwkw,Buy Now Item Filter,69.84844354,RestartComponent,69.84844354,22.2,3
1,CF2,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,269.2829712,RestartComponent,269.2829712,23.2,5,1,CF2,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,269.2829712,RestartComponent,269.2829712,23.2,5
2,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,211.9920932,RestartComponent,211.9920932,23.2,5,2,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,211.9920932,RestartComponent,211.9920932,23.2,5
3,CF3,_SFCdn-cdEeet0YmmfbMwkw,Authentication Service,167.711073,ReplaceComponent,178.211073,23.2,5,3,CF3,_SFCdn-cdEeet0YmmfbMwkw,Authentication Service,167.711073,ReplaceComponent,178.211073,23.2,5
4,CF1,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,45.69529732,RestartComponent,45.69529732,23.2,5,4,CF1,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,45.69529732,RestartComponent,45.69529732,23.2,5
5,CF3,_SFCdQOcdEeet0YmmfbMwkw,Category Item Filter,18.99714276,HwRedeployComponent,18.99714276,23.2,5,5,CF3,_SFCdQOcdEeet0YmmfbMwkw,Category Item Filter,18.99714276,HwRedeployComponent,18.99714276,23.2,5
1,CF3,_SFDryecdEeet0YmmfbMwkw,Bid and Buy Service,348.5859677,HwRedeployComponent,348.5859677,24.2,21,1,CF3,_SFDryecdEeet0YmmfbMwkw,Bid and Buy Service,348.5859677,HwRedeployComponent,348.5859677,24.2,21
2,CF3,_SFDFYecdEeet0YmmfbMwkw,Bid and Buy Service,319.9059549,HwRedeployComponent,319.9059549,24.2,21,2,CF3,_SFDFYecdEeet0YmmfbMwkw,Bid and Buy Service,319.9059549,HwRedeployComponent,319.9059549,24.2,21
3,CF3,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,225.1712058,HwRedeployComponent,225.1712058,24.2,21,3,CF3,_SFDrv-cdEeet0YmmfbMwkw,Item Management Service,225.1712058,HwRedeployComponent,225.1712058,24.2,21
4,CF3,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,207.7891255,HwRedeployComponent,207.7891255,24.2,21,4,CF3,_SFDFV-cdEeet0YmmfbMwkw,Item Management Service,207.7891255,HwRedeployComponent,207.7891255,24.2,21
5,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,180.0558396,RestartComponent,180.0558396,24.2,21,5,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,180.0558396,RestartComponent,180.0558396,24.2,21
6,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,163.8585367,RestartComponent,163.8585367,24.2,21,6,CF3,_SFDsaecdEeet0YmmfbMwkw,Bid and Buy Service,168.2809154,HwRedeployComponent,168.2809154,24.2,21
7,CF3,_SFDsaecdEeet0YmmfbMwkw,Bid and Buy Service,168.2809154,HwRedeployComponent,168.2809154,24.2,21,7,CF3,_SFETCecdEeet0YmmfbMwkw,Bid and Buy Service,165.8680546,HwRedeployComponent,165.8680546,24.2,21
8,CF3,_SFETCecdEeet0YmmfbMwkw,Bid and Buy Service,165.8680546,HwRedeployComponent,165.8680546,24.2,21,8,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,163.8585367,RestartComponent,163.8585367,24.2,21
9,CF3,_SFCeQucdEeet0YmmfbMwkw,Bid and Buy Service,138.3257414,HwRedeployComponent,138.3257414,24.2,21,9,CF3,_SFCeQucdEeet0YmmfbMwkw,Bid and Buy Service,138.3257414,HwRedeployComponent,138.3257414,24.2,21
10,CF3,_SFDEwecdEeet0YmmfbMwkw,Bid and Buy Service,135.0279543,HwRedeployComponent,135.0279543,24.2,21,10,CF3,_SFDEwecdEeet0YmmfbMwkw,Bid and Buy Service,135.0279543,HwRedeployComponent,135.0279543,24.2,21
